"lakeday","jday_cum","date","lake_id","jday","year","max.depth","pH","cond","o.cline","depth_w_o","depth_no_o","o_surf","o_mean","t.max","t.min","t.surf","t.cline","t.ocline","chl.surf","pc.surf","chl.tot","pc.tot","chl.oo","pc.oo","chl.mean","pc.mean","chl.int.unf","pc.int.unf","chl.int.30","pc.int.30","dpa.ncount","dpa.ninfect","dpa.nhealthy","dpa.lprev","dpa.lprev.se","dpa.nhealthymoms","dpa.nlmoms","dpa.healthy.eggs","dpa.l.eggs","dam.ncount","dam.ninfect","dam.nhealthy","dam.lprev","dam.lprev.se","dam.nhealthymoms","dam.nlmoms","dam.healthy.eggs","dam.l.eggs","dla.ncount","dla.ninfect","dla.nhealthy","dla.lprev","dla.lprev.se","dla.nhealthymoms","dla.nlmoms","dla.healthy.eggs","dla.l.eggs","sim.ncount","sim.ninfect","sim.nhealthy","sim.lprev","sim.lprev.se","sim.nhealthymoms","sim.nlmoms","sim.healthy.eggs","sim.l.eggs","dia.ncount","dia.ninfect","dia.nhealthy","dia.lprev","dia.lprev.se","cer.ncount","cer.ninfect","cer.nhealthy","cer.lprev","cer.lprev.se","bos.ncount","bos.ninfect","bos.nhealthy","bos.lprev","bos.lprev.se","light.0.5","light.1.0","light.1.5","light.2.0","light.mean","light.sd","light.cv","surf.correct","alo.dens","bos.dens","cal.dens","cer.dens","cha.dens","cyc.dens","dam.dens","dia.dens","dla.dens","dpa.dens","fairy.dens","hol.dens","mite.dens","ost.densr","sca.dens","sim.dens","invsimp","shannon"
"Catfish_496",496,"5/11/2022","Catfish",131,2022,1.87,7.15833333333333,49.7166666666667,NA,1.87,0,9.35333333333333,6.9575,19.5555555555556,18.1111111111111,19.4907407407407,1.244,NA,0.744022920371468,7.00310773480663,0.989859513930053,8.27215538674033,0.989859513930053,8.27215538674033,0.615708358032009,5.28901933701657,0.624777711914641,5.73515193370166,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,154,1,153,0.00649350649350649,0.00647238934329534,14,1,0.857142857142857,0,0,0,0,NA,NA,0,0,NA,NA,15,0,15,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1076.28017338013,78927.2127145426,358.760057793375,2152.56034676025,2511.32040455363,0,5740.160924694,33005.9253169905,0,0,0,0,358.760057793375,0,0,2.09235178970917,1.00664764215215
"Catfish_519",519,"6/3/2022","Catfish",154,2022,1.71,8.37666666666667,62.2083333333333,NA,1.71,0,6.82,5.03416666666667,25.9383333333333,21.1083333333333,25.3434722222222,1.00181818181818,NA,1.1135151155898,1.16669544198895,2.29002193242442,1.75907147790055,2.29002193242442,1.75907147790055,1.61736810906935,1.43701657458564,1.50652045050385,1.74930939226519,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,115,0,115,0,0,52,0,2.01923076923077,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8131.89464331651,0,4783.467437245,19253.4564349111,0,239.17337186225,7892.72127145426,0,0,0,0,478.3467437245,0,0,3.18394896087183,1.32808947557214
"Catfish_538",538,"6/22/2022","Catfish",173,2022,1.579,8.584,63.48,NA,1.579,0,6.76666666666667,6.1,25.995,25.5505555555556,25.9801851851852,6.46281818181818,NA,1.31673582295989,0.571362799263352,1.68386662714878,0.710383977900553,1.68386662714878,0.710383977900553,1.34780675755779,0.619302486187845,1.31001778304683,0.759208103130755,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,9,0,9,0,0,2,0,5.5,NA,0,0,0,NA,NA,0,0,NA,NA,7,0,7,0,0,0,0,0,NA,NA,0,0,0,NA,NA,2.6319794609937,2.1115236522858,2.00035293372553,2.11588414431261,2.21493504782941,0.283123367963276,0.127824681920461,0.817797567192592,0,0,3910.48462994779,0,358.760057793375,4771.50876865189,0,179.380028896688,430.51206935205,0,0,1542.66824851151,0,0,0,0,3.07195152739207,1.30799987317346
"Catfish_559",559,"7/13/2022","Catfish",194,2022,1.746,7.794,71.62,NA,1.746,0,8.07666666666667,5.654,26.69,25.3188888888889,26.6138888888889,6.46281818181818,NA,0.643333333333333,2.75666666666667,0.893885,3.82259,0.893885,3.82259,0.64,2.84,0.632,3.828,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,20,0,20,0,0,3,0,3,NA,0,0,0,NA,NA,0,0,NA,NA,39,0,39,0,0,2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.380028896688,0,26907.0043345031,538.140086690063,2690.70043345031,7354.58118476419,0,13991.6422539416,3228.84052014038,0,0,2511.32040455363,0,358.760057793375,0,0,3.34205776173285,1.49573521505975
"Catfish_582",582,"8/5/2022","Catfish",217,2022,1.765,9.778,79.82,1.6580303030303,1.6580303030303,0.106969696969697,7.78333333333333,5.01,27.24,25.4311111111111,27.1511111111111,6.46281818181818,NA,0.796666666666667,3.77666666666667,0.929865,3.79222,0.929865,3.79222,0.7125,2.895,0.672,3.302,0.434,0.098,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,9,0,9,0,0,2,0,5,NA,0,0,0,NA,NA,0,0,NA,NA,2,0,2,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5058.51681488659,0,1004.52816182145,107.628017338013,0,466.388075131388,71.7520115586751,0,0,0,0,287.0080462347,0,0,1.81842092678495,0.938039001339257
"Catfish_616",616,"9/8/2022","Catfish",251,2022,1.465,7.95,61.1,NA,1.465,0,5.1625,5.02666666666667,24.9661111111111,24.8705555555556,24.9594444444444,6.46281818181818,NA,0.3575,0.29,0.32817,0.266,0.32817,0.266,0.3575,0.29,0.384,0.466,0.32,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13014010242767,2.33230683448297,2.47999904505662,2.63776367675257,2.64505241467996,0.346610061049283,0.131040904567943,1.35665870505455,239.17337186225,0,63859.2902872208,478.3467437245,717.520115586751,717.520115586751,0,10284.4549900768,1076.28017338013,0,0,1674.21360303575,0,358.760057793375,0,0,1.50512409107978,0.737566283963628
"Catfish_644",644,"10/6/2022","Catfish",279,2022,1.523,6.38166666666667,52.0166666666667,NA,1.523,0,7.44,7.385,15.6438888888889,15.5844444444444,15.6394444444444,6.46281818181818,NA,0.4325,0.22,0.421065,0.20727,0.421065,0.20727,0.4325,0.22,0.466,0.244,0.456,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63008229777325,1.21373729679592,1.4674311977314,1.40297047049753,1.67855531569953,0.643423082272886,0.38331955834577,0.764490897291389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catfish_679",679,"11/10/2022","Catfish",314,2022,1.436,6.12833333333333,56.4333333333333,NA,1.436,0,6.4575,6.38,14.43,14.2994444444444,14.4101388888889,6.46281818181818,NA,0.46,0.2775,0.43638,0.27374,0.43638,0.27374,0.46,0.2775,0.506,0.434,0.384,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20086783023098,2.04184672182854,2.14498834945205,NA,2.12923430050386,0.08067261476537,0.0378880871617932,0.86188121562309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chapman_463",463,"4/8/2022","Chapman",98,2022,5.986,7.348,44.3066666666667,5.84841414141414,5.84841414141414,0.137585858585859,9.7975,6.85166666666667,16.6111111111111,12.7777777777778,16.6111111111111,2.53230303030303,13.0533563950313,2.905,0.6325,11.30667,3.065295,11.30667,3.065295,2.07423076923077,0.561538461538462,2.59,0.675,NA,NA,204,4,200,0.0196078431372549,0.00970732885271249,98,4,4.71428571428571,0,407,27,380,0.0663390663390663,0.0123362188840265,116,27,2.72413793103448,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,10,0,10,0,0,25,0,25,0,0,0,0,0,NA,NA,3.21550494485301,3.37640275181219,3.02079553987847,2.86038134202115,3.1182711446412,0.225162890920902,0.0722076049441204,0.923048702192057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chapman_482",482,"4/27/2022","Chapman",117,2022,5.828,7.36607142857143,51.3821428571429,4.38106060606061,4.38106060606061,1.44693939393939,10.0116666666667,5.88964285714286,21.9444444444444,12.8888888888889,21.9444444444444,1.75242424242424,13.8001390724557,0.585,0.135,4.65336,0.913265000000001,4.144215,0.805115,0.779230769230769,0.170384615384615,0.715,0.245,NA,NA,38,0,38,0,0,13,0,2.61538461538462,NA,63,1,62,0.0158730158730159,0.0157465356432348,14,1,2.21428571428571,1,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,10,0,10,0,0,115,0,115,0,0,0,0,0,NA,NA,1.88051697498457,1.52992789292342,1.54641431353435,1.34311700848968,1.574994047483,0.223576221097566,0.141953692748784,1.25938337801609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chapman_510",510,"5/25/2022","Chapman",145,2022,5.761,7.50533333333333,68.9233333333333,4.002,4.002,1.759,9.385,5.37133333333333,25.3888888888889,13.7222222222222,25.2592592592593,2.32,18.0177279147391,1.34864651254693,2.24827348066298,9.25226763485477,11.0856084254144,6.07185684647303,8.12662223756906,1.79720486981898,2.12770930726732,2.18672199170124,2.82354972375691,NA,NA,37,0,37,0,0,21,0,0.142857142857143,NA,16,0,16,0,0,3,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,370,1,369,0.0027027027027027,0.00269904793064172,0,0,0,NA,NA,1.75206253943748,1.71364706170121,1.65503183844224,1.84584215577715,1.74164589883952,0.0801067968418023,0.0459948815629964,1.06199159436009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chapman_536",536,"6/20/2022","Chapman",171,2022,5.831,8.34071428571429,90.6214285714286,3.63858585858586,3.63858585858586,2.19241414141414,9.22333333333333,4.36571428571429,29.7688888888889,14.1938888888889,29.4772222222222,1.99535353535354,19.4535801652331,0.923730488045841,0.900092081031308,10.5237003556609,17.2793611878453,5.41878275044457,5.4811557320442,1.83066587630903,3.0593347145488,1.58545741948232,3.68646408839779,NA,NA,68,0,68,0,0,31,0,2.61290322580645,NA,16,0,16,0,0,1,0,2,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,41,0,41,0,0,11,0,11,0,0,2.0923002346804,1.62614760446157,1.58058556640011,1.5032761267829,1.70057738308125,0.266027821989662,0.156433823380416,1.23031026252983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chapman_561",561,"7/15/2022","Chapman",196,2022,5.723,8.39307692307692,100.515384615385,3.23725252525253,3.23725252525253,2.48574747474747,9.07666666666667,4.20923076923077,30.0572222222222,15.4927777777778,29.6859259259259,1.90766666666667,24.2569729009008,0.44,0.933333333333333,6.046575,19.08928,2.754035,7.17847,1.06833333333333,3.38333333333333,0.982,3.304,NA,NA,3,0,3,0,0,2,0,0.5,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,4,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chapman_586",586,"8/9/2022","Chapman",221,2022,5.96,8.60428571428571,122.964285714286,3.05484848484849,3.05484848484849,2.90515151515151,9.21333333333333,3.81785714285714,30.4238888888889,16.1161111111111,30.3605555555556,1.43757575757576,25.9784426526829,0.533333333333333,1.14666666666667,5.509515,10.683875,1.88806,4.825765,0.9025,1.79,1.346,2.29,1.132,1.76,4,0,4,0,0,4,0,1.5,NA,33,0,33,0,0,11,0,1.27272727272727,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,173,2,171,0.0115606936416185,0.00812725522428059,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chapman_615",615,"9/7/2022","Chapman",250,2022,5.797,9.06857142857143,121.964285714286,3.45477777777778,3.45477777777778,2.34222222222222,7.81666666666667,3.95071428571429,28.5127777777778,16.9616666666667,28.4825925925926,2.635,25.7273521831958,0.823333333333333,0.743333333333333,6.87114,7.38194,3.605615,3.539735,1.16846153846154,1.25769230769231,1.27,1.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48085024430715,1.7780910123867,1.79665207968991,1.66895251139306,1.6811364619442,0.144921887490087,0.0862047137580298,1.6082732014003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chapman_643",643,"10/5/2022","Chapman",278,2022,5.574,7.91285714285714,97.8785714285714,4.44793939393939,4.44793939393939,1.12606060606061,7.66,4.38142857142857,21.71,18.8683333333333,21.5244444444444,5.12357575757576,20.445816557952,1.32666666666667,1.01,5.601485,4.45111,4.944145,3.77652,1.11333333333333,0.9,1.142,1.028,0.602,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47079972261938,3.07007001797206,2.79161139601448,2.69081711317683,3.00582456244569,0.349020702299875,0.116114794808881,0.959748674651482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chapman_686",686,"11/17/2022","Chapman",321,2022,5.488,3.61428571428571,59.65,NA,5.488,0,6.85666666666667,6.63928571428571,14.2172222222222,14.0172222222222,14.2164814814815,6.46281818181818,NA,0.53,0.476666666666667,2.988535,2.94211,2.988535,2.94211,0.5675,0.565,0.804,0.746,0.384,0.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73648649943424,2.48024341841161,2.45780993163437,2.39303958100968,2.51689485762248,0.150991142315991,0.0599910408886216,1.13334412169269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deans_92",92,"4/2/2021","Deans",92,2021,3.707,6.87125,38.8625,NA,3.707,0,8.335,6.41875,16.1666666666667,13.4444444444444,16.1666666666667,2.48754545454545,NA,0.185,0.254421768707483,1.059075,1.17495442176871,1.059075,1.17495442176871,0.355714285714286,0.426239067055394,NA,NA,NA,NA,20,0,20,0,0,0,0,NA,NA,23,0,23,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,48,0,48,0,0,183,0,183,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,53814.0086690063,3587.60057793375,62424.2500560473,0,71752.011558675,20808.0833520158,3587.60057793375,0,717.520115586751,0,0,0,5022.64080910725,0,0,3.9561218147918,1.5256630379053
"Deans_104",104,"4/14/2021","Deans",104,2021,3.296,6.9675,43.5,NA,3.296,0,8.33,6.37625,20.5555555555556,16.0555555555556,20.2222222222222,1.38854545454545,NA,0.255,0.0693877551020411,0.794175,0.425630272108844,0.794175,0.425630272108844,0.286666666666667,0.156122448979592,NA,NA,NA,NA,155,2,153,0.0129032258064516,0.00906490309904593,85,2,0.870588235294118,0,124,4,120,0.032258064516129,0.0158667540915472,54,4,0.759259259259259,11,2,0,2,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19373.0431208423,5022.64080910725,101887.856413319,0,45203.7672819653,63859.2902872208,5740.160924694,0,17220.482774082,0,0,0,2152.56034676025,0,0,3.93563513634599,1.58864653035767
"Deans_111",111,"4/21/2021","Deans",111,2021,4.065,7.06272727272727,46.1090909090909,3.90075757575758,3.90075757575758,0.164242424242425,8,5.62727272727273,19.6666666666667,16.7777777777778,19.6111111111111,2.34045454545455,16.8967636667843,0.21,0.135884353741497,1.06877,0.531330952380953,1.06877,0.531330952380953,0.288888888888889,0.151625094482238,NA,NA,NA,NA,149,7,142,0.0469798657718121,0.0173345985998121,58,7,1.10344827586207,0,204,23,181,0.112745098039216,0.0221440959363872,111,23,0.765765765765766,0.0869565217391304,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717.520115586751,38746.0862416845,13632.8821961483,81797.2931768896,0,50226.4080910725,43768.7270507918,717.520115586751,0,4305.1206935205,0,0,0,717.520115586751,0,0,4.28865359162556,1.59998154880538
"Deans_118",118,"4/28/2021","Deans",118,2021,3.752,7.091,41.54,NA,3.752,0,8.67666666666667,7.127,20.9444444444444,17.4444444444444,20.8518518518519,1.02327272727273,NA,0.19,0,1.12962,0.246870068027212,1.12962,0.246870068027212,0.32875,0.069387755102041,NA,NA,NA,NA,128,3,125,0.0234375,0.013372132751591,56,3,1.64285714285714,0,194,5,189,0.0257731958762887,0.0113766215000644,123,5,1.50406504065041,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15067.9224273218,34082.2054903707,0,59912.9296514937,21884.3635253959,0,0,2870.080462347,0,0,0,2870.080462347,0,0,3.41338443812166,1.40672902281435
"Deans_125",125,"5/5/2021","Deans",125,2021,4.071,6.97727272727273,45.1454545454545,3.57754545454545,3.57754545454545,0.493454545454545,7.53,4.95909090909091,21.7777777777778,17.7777777777778,21.4722222222222,2.01493939393939,18.1884488486457,0.4875,0.0202380952380953,1.679135,0.121700340136055,1.679135,0.121700340136055,0.441111111111111,0.0269841269841272,NA,NA,NA,NA,50,0,50,0,0,31,0,1.09677419354839,NA,148,8,140,0.0540540540540541,0.0185873055514967,84,8,1.29761904761905,0.25,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1435.0402311735,7414.37452772976,0,0,12915.3620805615,2630.90709048475,47834.67437245,0,0,0,0,0,8610.24138704101,0,0,2.5202735495257,1.24449695182111
"Deans_132",132,"5/12/2021","Deans",132,2021,4.173,7.12454545454545,47.6090909090909,3.31161616161616,3.31161616161616,0.861383838383838,8.51833333333333,5.15590909090909,22.1111111111111,17.7777777777778,22.0555555555556,1.29949494949495,18.9501651364266,0.57,0.0231292517006805,2.27489,0.168930272108844,1.830595,0.0624374149659866,0.653888888888889,0.0584656084656086,NA,NA,NA,NA,22,1,21,0.0454545454545455,0.0444094736781088,12,1,1.91666666666667,0,84,2,82,0.0238095238095238,0.0166342412144231,47,2,1.70212765957447,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,717.520115586751,33005.9253169905,79644.7328301293,717.520115586751,66729.3707495678,19373.0431208423,717.520115586751,0,1435.0402311735,0,0,0,17938.0028896688,0,0,3.8552378614963,1.52099484072148
"Deans_139",139,"5/19/2021","Deans",139,2021,3.577,6.90111111111111,45.5444444444444,3.21568686868687,3.21568686868687,0.361313131313131,8.18333333333333,5.50444444444444,22.7222222222222,18.7222222222222,22.2592592592593,1.01167676767677,19.0475088208293,0.246666666666667,0.172537313432836,1.62405,0.803014029850746,1.62405,0.803014029850746,0.5125,0.277835820895522,NA,NA,NA,NA,39,0,39,0,0,27,0,2.40740740740741,NA,98,1,97,0.0102040816326531,0.0101518864994053,49,1,1.6530612244898,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1.09420064741028,1.03643241279042,1.09223210781205,1.05539167680427,1.06956421120426,0.0283981473750728,0.0265511383772821,0.957664997748926,0,0,54172.7687267997,105475.456991252,1076.28017338013,80362.2529457161,10404.0416760079,1076.28017338013,0,3228.84052014038,0,0,0,4663.88075131388,0,0,3.28351254033715,1.35607198963901
"Deans_146",146,"5/26/2021","Deans",146,2021,3.703,7.18,49.4571428571429,3.45133333333333,3.45133333333333,0.251666666666666,7.72142857142857,5.51952380952381,25.9444444444444,19.3333333333333,25.6507936507937,1.002,19.7830646225759,0.301428571428571,0.0623454157782516,1.96772,0.359983880597015,1.96772,0.359983880597015,0.627058823529412,0.123582089552239,NA,NA,NA,NA,28,0,28,0,0,20,0,2.15,NA,167,2,165,0.0119760479041916,0.00841748329577549,94,2,1.65957446808511,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1.37816043055793,1.18781268425883,1.21697194451036,1.10489961832408,1.2219611694128,0.114444495031463,0.0936564089728466,1.15157310322261,0,0,31570.885085817,182250.109359035,717.520115586751,101887.856413319,22960.643698776,4305.1206935205,1435.0402311735,717.520115586751,0,0,0,3587.60057793375,0,0,2.70410571562133,1.24420078614585
"Deans_153",153,"6/2/2021","Deans",153,2021,3.671,7.232,51.1,3.51212121212121,3.51212121212121,0.158878787878788,7.76,5.4435,25.2222222222222,20.3888888888889,24.7777777777778,2.14424242424242,20.9054549707193,0.486666666666667,0.0253731343283582,2.81039,0.344668656716418,2.81039,0.344668656716418,0.88375,0.114813432835821,NA,NA,NA,NA,55,1,54,0.0181818181818182,0.0180157707020677,26,1,0.846153846153846,0,336,3,333,0.00892857142857143,0.0051318485138492,134,2,1.54477611940298,0.5,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,717.520115586751,7892.72127145426,0,0,111215.617915946,22243.1235831893,81797.2931768896,0,0,0,0,0,2152.56034676025,0,0,2.60344239498334,1.12481709299253
"Deans_174",174,"6/23/2021","Deans",174,2021,3.631,7.2885,58.105,2.99219191919192,2.99219191919192,0.638808080808081,6.79333333333333,4.624,26.2222222222222,22.3333333333333,26.0277777777778,2.55958585858586,24.6902478657136,0.695,0.0676616915422885,3.11941,0.530907462686567,2.43651,0.329079402985075,0.98375,0.173171641791045,NA,NA,NA,NA,196,0,196,0,0,134,0,1.17910447761194,NA,374,3,371,0.00802139037433155,0.00461254035554542,152,3,0.921052631578947,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1.44718022330232,1.27308685688727,1.230378618279,1.14037874214395,1.27275611015313,0.128767879043213,0.101172469741843,0.970782214355221,0,55966.5690157665,58119.1293625268,2152.56034676025,0,38746.0862416845,39463.6063572713,19373.0431208423,0,12197.8419649748,0,0,0,12197.8419649748,0,0,5.53833785549191,1.82887332883072
"Deans_194",194,"7/13/2021","Deans",194,2021,3.558,7.20136363636364,57.4818181818182,3.01466666666667,3.01466666666667,0.543333333333333,6.16666666666667,4.08045454545455,27.7222222222222,25.4444444444444,27.6296296296296,2.79933333333333,26.6441129465438,0.415,0.00169154228855721,1.323425,0.0939161194029851,1.11557,0.0345277611940298,0.411111111111111,0.0366500829187396,NA,NA,NA,NA,170,1,169,0.00588235294117647,0.00586502638530342,84,1,0.0833333333333333,0,216,4,212,0.0185185185185185,0.00917312474286369,106,4,0.0188679245283019,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,255,20,235,0.0784313725490196,0.0168359899688658,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deans_216",216,"8/4/2021","Deans",216,2021,3.649,7.0015,62.225,3.09357575757576,3.09357575757576,0.555424242424242,5.3375,3.847,28.5,25.4444444444444,28.4722222222222,2.65163636363636,27.6273812904564,0.48375,0.0875,1.6369,0.238605,1.6369,0.238605,0.545,0.096875,NA,NA,NA,NA,28,1,27,0.0357142857142857,0.0350707323593559,18,1,1,0,0,0,0,NA,NA,0,0,NA,NA,2,0,2,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31929.6451436104,35158.4856637508,5022.64080910725,0,54890.2888423864,358.760057793375,17579.2428318754,0,4663.88075131388,0,0,0,26907.0043345031,0,0,4.90743218586547,1.72055034508927
"Deans_238",238,"8/26/2021","Deans",238,2021,2.662,7.648125,53.6625,NA,2.662,0,7.74833333333333,5.94,29.3888888888889,27.7777777777778,29.3055555555556,2.07369696969697,NA,0.45,0,1.36859,0.021985,1.36859,0.021985,0.625,0.0141666666666667,NA,NA,NA,NA,42,0,42,0,0,25,0,1.32,NA,10,1,9,0.1,0.0948683298050514,5,1,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46638.8075131388,89690.0144483438,19373.0431208423,0,35876.0057793375,4305.1206935205,23678.1638143628,0,23678.1638143628,0,0,0,7175.20115586751,0,0,4.79663686842831,1.77501001974772
